Título;Classificação;URL
"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas relações bilaterais entre o Brail e diversos países da Europa, entre os quais Noruega, Bulgária, Países Baixos, Tchecoslováquia, Grécia, Iugoslávia, URSS, Espanha, Itáliae CEE. O dossiê contém informações sobre as viagens de autoridades desses países ao Brasil e vice-versa; convites para solenidades e visitas; agradecimentos por hospedagens e jantares, entre outros.";AAS mre rb 1974.04.17;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-relacoes-bilaterais-entre-o-brail-e-diversos-pais
"Documentos referentes às relações entre o Brasil e a França durante a gestão de Azeredo da Silveira no Ministério das Relações Exteriores, abordando as seguintes questões: prisão do cidadão francês, Serge Michel Sevin, pelo Departamento de Ordem Política e Social do Rio de Janeiro; apresentação de credenciais do embaixador brasileiro na França, Antônio Delfim Neto, em fevereiro de 1975; negociações para instalação de estações de rastreamento, no território brasileiro, para o projeto ARIANE; e contestação, pelo governo francês, da prisão de barcos pesqueiros japoneses por autoridades brasileiras, por considerar que os barcos estavam em águas da Guiana Francesa. Inclui ainda informações sobre: a visita de Azeredo da Silveira à França, em outubro de 1975, para a assinatura do acordo marítimo franco-brasileiro; viagem dos ministros franceses, Jean Sauvagnargues e Raymond Barre, em janeiro de 1976, ao Brasil, ocasião em que foi criada a ""Grande Comissão de Competência Geral"", visando a examinar as relações franco-brasileiras; e visita do presidente Giscard D''Estaing ao Brasil, em outubro de 1978, na qual foi negociada a participação francesa no projeto SUAPE do Complexo industrial-portuário do Recife. Inclui ainda documentos sobre a indenização paga ao governo francês em face da desapropriação do Banco Hipotecário e Agrícola de Minas Gerais; e sobre a participação francesa no consórcio europeu para participação nos projetos hidrelétricos de Tucuruí, Itaparica e Xingó.";AAS mre rb 1974.04.20;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-entre-o-brasil-e-a-franca-durante-a-gestao-de-azeredo-da-silveira-no-ministerio-das-relacoes-exteriores-abordand
"Documentos referentes à atuação de Azeredo da Silveira, como Ministro das Relações Exteriores, nas relações entre o Brasil e o Uruguai tratando das negociações e assinatura do Tratado de Amizade, Cooperação e Comércio e mais dez atos complementares relacionados a temas políticos e econômicos de interesse mútuo, entre os quais o projeto da hidrelétrica de Palmar e do desenvolvimento de Lagoa Mirim, além do protocolo de expansão comercial (1975); da política interna uruguaia; e da visita do chanceler Juan Carlos Blanco e do novo presidente uruguaio Aparício Mendez, ao Brasil, em julho de 1977. Inclui ainda documentos sobre a Comissão Mista brasileiro-uruguaia de pesca e presservação dos recursos vivos do mar e das águas interiores limítrofes (1976). ";AAS mre rb 1974.05.07;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-relacoes-entre-o-brasil-e-o-uruguai-tratando-das-
"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas relações entre o Brasil e Portugal. O dossiê contém informações sobre a designação do general Dafontoura para o posto de embaixador brasileiro, em Portugal; a missão ao Brasil do primeiro-ministro português Carlos Galvão de Mello, em junho de 1974, após os aconteimentos político de 25 de Abril, que depôs o general Spínola; a viagem do titular à Lisboa, em dezembro de 1974, para acerto da agenda de conversações sobre acordos vigentes, entre os dois países, nas áreas comercial, de cooperação técnica, cultural, econômica e judiciária, além do estabelecimento de mecanismos de consultas bilaterais e de cooperação na ONU, principalmente, com relação à questão da descolonização da África portuguesa e a relação do Brasil com esses países. Inclui ainda documentos sobre o asilo político do general Spínola e outros portugueses no Brasil, e de brasileiros em Portugal, entre os quais, Leonel Brizola, em outubro de 1977; sobre a imigração portuguesa; a visita ao Brasil do primeiro-ministro português Mário Soares, em dezembro de 1976; a independência dos Açores (1977); a denúncia pela Assembléia portuguesa da situação dos presos políticos brasileiros; e a visita do presidente português Ramalho Eanes, ao Brasil, em maio de 1978, para tratar da cooperação lusa-brasileira, na África. ";AAS mre rb 1974.05.23;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-relacoes-entre-o-brasil-e-portugal-o-dossie-conte
"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores nas relações entre o Brasil e a Alemanha. O dossiê contém informações sobre os preparativos para a visita do ministro à República Federal Alemã, em junho de 1975, incluindo o progama da viagem, dados sobre a Alemanha, a comissão mista teuto-brasileira de cooperação econômica, científica e tecnológica, e o encontro empresarial dos dois países, assimm como sobre os temas que serão abordados na visita - cooperação nuclear e financeira, comércio e assuntos de política internacional. Inclui ainda documentos sobre visitas de autoridades alemãs ao Brasil e vice-versa; descolonização na África; Oriente Médio; e acertos para se criar um mecanismo de consulta em questões de interesse comum.";AAS mre rb 1974.07.02;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-relacoes-entre-o-brasil-e-a-alemanha-o-dossie-con
"Documentos referentes à atuação de Azeredo da Silveira como Ministro das Relações Exteriores nas relações bilaterais entre o Brasil e diversos países da África, entre eles, África do Sul, Argélia, Angola, Costa do Marfim, Moçambique e Nigéria. O dossiê é constituído por correspondência enre o Itamaraty e as embaixadas, postos diplomáticos brasileiros nesses países, e autoridades africanas tratando de visitas de autoridades desses países ao Brasil e vicce-versa; agradecimentos; mensagens de amizade, respeito e cooperação. Destacam-se os documentos relativos à proclamação de independência de Angola, assim como informações sobre a questão da descolonização dos países de língua portuguesa (Cabo Verde, Guiné Bissau e Moçambique). Inclui ainda documentos sobre a invasão do Saara Ocidental pelo Marrocos e Mauritânia, carta do presidente do Egito El-Sadat a Geisel enfatizando a necessidade de se manter o diálogo sobre a paz no Oriente e elogiando a posição do Brasil na ONU em relação ao sionismo, além de informações sobre a viagem de Azeredo da Silveira à Abdijan (Costa do Marfim), em junho de 1975.";AAS mre rb 1974.08.19;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-relacoes-bilaterais-entre-o-brasil-e-diversos-pai
"Documentos referentes às relações bilaterais entre o Brasil e Reino Unido durante a gestão de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é constituída de correspondência do Itamaraty com a embaixada brasileira em Londres, assim como com autoridades inglesas, abordando as seguintes questões: visita de Azeredo da Silveira à Londres em outubro de 1974, na qual foi assinado o Memorando de Entendimento que cria um mecanismo de consulta anglo-brasileiro e negociado a cooperação tecnológica e industrial no setor de siderurgia; visita ao Brasil do sub-secretário para América Latina, Ted Rowlands, em janeiro de 1976, como parte do mecanismo de consulta; renúncia do primeiro-ministro britânico, Harold Wilson, em março de 1976 e eleição, em abril de 1976, de James Callaghan para substituí-lo; condições de presos políticos no Reino Unido; e visita à Inglaterra do vice-presidente eleito, Aureliano Chaves de Mendonça, em dezembro de 1978. Inclui ainda convites para visitas e agradecimentos.";AAS mre rb 1974.08.27;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-bilaterais-entre-o-brasil-e-reino-unido-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exter
Documentos referentes às relações entre o Brasil e a Venezuela no período em que Azeredo da Silveira atuou como ministro das Relações Exteriores abordando particularmente a visita, ao Brasil, do presidente venezuelano Carlos Andrés Perez, em novembro de 1977, que resultou na assinatura do Convênio de Amizade e Cooperação, no entendimento do acordo sobre transporte terrestre entre os dois países, no acerto do encontro presidencial na região fronteiriça e no estabelecimento de uma agência do Banco do Brasil na Venezuela e vice-versa. Inclui ainda correspondência sobre a visita do presidente norte-americano, Jimmy Carter, ao Brasil e de Henry Kissinger aos dois países, além de assuntos relacionados à política nuclear, à compra de petróleo venezuelano pelo Brasil, em janeiro de 1979, e a visitas de autoridades venezuelanas ao Brasil e vice-versa.;AAS mre rb 1974.10.24;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-entre-o-brasil-e-a-venezuela-no-periodo-em-que-azeredo-da-silveira-atuou-como-ministro-das-relacoes-exteriores-a
Documentos referentes às relações entre o Braisl e a Argentina durante a gestão de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é constituída, sobretudo, por correspondência, abordando questões relacionadas à política interna argentina, à cooperação entre os dois países no setor mineral e às relações de amizade entre os dois países, no campo da política internacional. Inclui ainda documentos sobre as visitas de autoridades argentinas ao Brasil e vice versa.;AAS mre rb 1974.10.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-entre-o-braisl-e-a-argentina-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-a-doc
"Documentos referentes às relações bilaterais entre Brasi e Senegal durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores abordando questões relacionadas a viagem do titular à Dacar, em novembro de 1974, com vistas à situar o governo brasileiro no quadro das relações diplomáticas dos territórios em processo de desolonização portuguesa na África. Inclui ainda informações sobre a política externa brasileira em relação à questão, com ênfase no propósito de estreitamento das relações entre os dois países no setor tecnológico, cultural, financeiro e comercial; sobre a I Feira Internacional de Dacar; e sobre a visita do presidente do Senegal, Leopold Senghor, ao Brasil, em novembro de 1977.";AAS mre rb 1974.10.00;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-bilaterais-entre-brasi-e-senegal-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-a
"Documentos referentes às relações entre o Brasil e o Canadá durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores, abordando as seguintes questões: negociação de venda de veículos militares brasileiros, ao Canadá, em 1975; participação do Brasil nos jogos de Montreal, em 1976; comissão mista brasileiro-canadense, em novembro de 1976; cooperação científica e tecnológica na área de agricultura e no setor mineral; visita, ao Brasil, do ministro das Relações Exteriores do Canadá, Donald Jamieson, em janeiro de 1977, na qual será tratada a cooperação mineral, industrial, agrícola, financeira e técnica entre os dois países; e visita ao Brasil do ministro das Finanças do Canadá, Jean Chrétien, em janeiro de 1979, para tratar da cooperação financeira e da dupla tributação, entre outros. Inclui ainda mensagens de felicitações e agradecimentos.";AAS mre rb 1974.12.13;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-entre-o-brasil-e-o-canada-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-abordand
"Documentos referentes às relações entre o Brasil e o Paraguai no período correspondente à atuação de Azeredo da Silveira como ministro das Relações Exteriores, abordando os seguintes assuntos: visita do presidente Alfredo Stroessner à Santa Catarina, em abril de 1977; encontro entre os presidentes Ernesto Geisel e Alfredo Stoessner, em Campo Grande (Mato Grosso); viagem de Stroessner à Brasília em março de 1979, para assistir à posse do presidente eleito João Batista Figueiredo; e informações sobre liberação de recursos, pelo governo brasileiro, para o recapeamento do trecho da rodovia Caraguazu-Porto Presidente Stroessner, obra necessária ao desenvolvimento dos trabalhos da hidrelétrica Itaipú. Destaca-se a mensagem de final de ano do presidente Geisel, dirigida ao povo paraguaio através da ""Rádio Primero de Marzo"", fazendo menção à importância da construção da usina de Itaipú para os dois países. Inclui ainda mensagens de felicitações de final de ano e agradecimentos.";AAS mre rb 1974.12.24;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-entre-o-brasil-e-o-paraguai-no-periodo-correspondente-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoe
"Documentos referentes à política internacional do petróleo no período em que Azeredo da Silveira atuava como ministro das Relações Exteriores. O dossiê contém convite dos presidentes da Venezuela e do Equador, ao Brasil, para participar de uma reunião preparatória da Conferência de Paris sobre a crise energética mundial e sobre os resultados da ""Conferencia de los Soberanos y Jefes de Estado de los Paises Miembros de la OPEP"", ocorrida em Argel em 1975; informações sobre o aumento do preço do petróleo, em dezembro de 1976; dados sobre as políticas de importação e exportação desse produto, em diversos países, em função do aumento do preço; documentos sobre medida venezuelana de congelamento e compensação dos preços para a venda de petróleo no mercado latino-americano; e sobre o aumento das importações de petróleo do Kwait para o Brasil.";AAS mre rm 1975.03.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-politica-internacional-do-petroleo-no-periodo-em-que-azeredo-da-silveira-atuava-como-ministro-das-relacoes-exteriores-o-do
"Documentos referentes às Conferências dos Países Não Alinhados e à participação do Brasil como observador dessas conferências, durante a gestão de Azeredo da Silveira no Minstério das Relações Exteriores. O dossiê contém informações sobre a V Conferência de Cúpula ocorrida em Colombo (Siri Lanka), em agosto de 1976, incluindo o relatório da delegação brasileira com as principais resoluções no campo político e econômico; sobre as instruções para os observadores brasileiros à VI Reunião dos chefes dos Países Não Alinhados, realizada em Belgrado, entre os dias 25 e 29 de julho de 1978; e sobre as resoluções e propostas desta última reunião referente à questão do Oriente Médio.";AAS mre rm 1975.00.00;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-conferencias-dos-paises-nao-alinhados-e-a-participacao-do-brasil-como-observador-dessas-conferencias-durante-a-gestao-de-
"Documentos referentes à Organização dos Estados Americanos (OEA) no período de atuação de Azeredo da Silveira como ministro das Relações Exteriores. Tratam: da Conferência Interamericana de Chanceleres realizada em Washington, em abril de 1974, dando continuidade ao diálogo iniciado na Conferência de Tlatelolco (México), em fevereiro de 1974, e onde se discutiu a estrutura do comércio internacional, o Canal do Panamá e a cooperação para o desenvolvimento; da IV Assembléia Geral realizada em Atlanta, em abril de 1974, abordando a admissão da Grã-Bretanha como observadora da OEA e a reforma do sistema interamericano; e da proposta feita ao Conselho Permanente por Costa Rica, Venezuela e Colômbia, de convocação de órgão de consulta para analisar a suspensão das sanções contra Cuba estabelecidas em 1964, contendo a posição de diversos países frente à questão e da sugestão brasileira de novo projeto (set-dez/1974). Inclui ainda documentos sobre a reforma do Tratado Interamericano de Assistência Recíproca (TIAR); sobre a V Assembléia Geral em Washington, em maio de 1975, destacando-se a reforma do sistema interamericano, a lei de comércio exterior norte-americana e a eleição do secretário-geral; sobre a discussão relativa à direitos humanos na VII Assembléia Geral em junho de 1977; e sobre a proposta mexicana de novo estatuto para a Comissão Interamericana de Direitos Humanos, que não conta com o apoio do Brasil.";AAS mre ai 1974.04.02;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-organizacao-dos-estados-americanos-oea-no-periodo-de-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-
"Documentos referentes à reivindicação panamenha de soberania sobre o Canal do Panamá no período correspondente à atuação de Azeredo da Silveira como ministro das Relações Exteriores. O dossiê é composto por correspondência entre o Ministério e a Embaixada brasileira no Panamá e entre o presidente Ernesto Geisel e os presidentes da Colômbia Alfonso Lopes; da Costa Rica, Daniel Oduber; da Venezuela, Carlos Perez e do Panamá, Omar Torrijos, abordando as seguintes questões: demonstração de apoio à posição panamenha dos países latino-americanos frente ao governo norte-americano; posição brasileira favorável a um acordo que assegure a soberania panamenha sobre o canal.";AAS mre ai 1975.03.24;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-reivindicacao-panamenha-de-soberania-sobre-o-canal-do-panama-no-periodo-correspondente-a-atuacao-de-azeredo-da-silveira-co
"Documentos referentes à criação de um sistema econômico latino-americano no período de atuação de Azeredo da Silveira como ministro das Relações Exteriores. Tratam da proposta do presidente da Venezuela, Carlos Andrés Perez, em 1974, de realização de uma reunião de presidentes latino-americanos durante as comemorações do Sesquicentenário do Congresso Anfictiónico do Panamá, na qual seria discutida um mecanismo para desenvolver os interesses comuns no campo econômico; da proposta, em março de 1975, encaminhada pelos presidentes Carlos Andrés Perez e Luiz Echeveria Alvarez, da Venezuela e do México, respectivamente, para criação do Sistema Latino-Americano (SELA); da formação de Grupo de Trabalho, que conta com a participação do Brasil, na constituição do SELA; e dos preparativos e programação das comemorações do Sesquicentenário do Congresso Anfictiónico do Panamá. Inclui ainda, a proposta de criação do Banco Interamericano de Poupança e Empréstimo (BIAPE).";AAS mre ai 1974.06.07;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-criacao-de-um-sistema-economico-latino-americano-no-periodo-de-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-e
"Documentos referentes à proposta e institucionalização do Pacto Amazônico durante a gestão de Azeredo da Silveira como ministro das Relações Exteriores. Tratam da proposta brasileira aos países amazônicos - Bolívia, Colômbia, Equador, Guiana, Peru, Suriname e Venezuela - de celebração de um tratado para a região abranjendo as áreas de navegação, interconexão rodoviárias, ferroviárias e fluviais, assistência técnica, proteção da flora e fauna, turismo, entre outras; e das negociações em torno da proposta, que se concretizou na assinatura do tratado, no dia 03 de julho de 1978.";AAS mre ai 1977.03.02;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-proposta-e-institucionalizacao-do-pacto-amazonico-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exter
Documentos referentes à proposta mexicana de realização de uma reunião sobre o desarmamento dos países da América Latina e Caribe no decorrer da atuação de Azeredo da Silveira como ministro das Relações Exteriores. Inclui informação sobre a reunião, que ocorreu em agosto de 1978, e sobre a não participação do Brasil, que defendia o caráter não regional da questão.;AAS mre ai 1978.07.01;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-proposta-mexicana-de-realizacao-de-uma-reuniao-sobre-o-desarmamento-dos-paises-da-america-latina-e-caribe-no-decorrer-da-a
"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, na assinatura e implementação do Acordo de Cooperação Nuclear Brasil-Alemanha, em 1975. O dossiê é constituído, basicamente, de correspondência abordando as seguintes questões: negociações no âmbito da política nuclear para a assinatura do Acordo, em junho de 1975; Acordo Trilateral de Salvaguardas entre Alemanha, Brasil e Agência Internacional de Energia Atômica (AIEA), exigido como complemento ao Acordo Brasil-Alemanha; possível suspensão da implementação do Acordo, em 1977, por parte da Alemanha, em decorrência de pressão dos Estados Unidos, que acusava o Brasil de não ter assinado o Tratado de Não Proliferação - TNP. Inclui ainda documentos sobre conversações entre Brasil-EUA, Brasil-Alemanha-EUA, e Alemanha-EUA, a respeito da questão da não proliferação de armas nucleares.";AAS mre pn 1974.08.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-na-assinatura-e-implementacao-do-acordo-de-cooperacao
Documentos referentes à política nuclear de diversos países, entre os quais França, Canadá, Argélia, Chile, México, Índia, Paraguai e Argentina, e sobre as relações do Brasil com esses países, no período de atuação de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é constituída por correspondência tratando, principalmente, da exploração de jazidas de urânio e da exportação desse produto e de material nuclear relacionada à questão da não proliferação de armas nucleares. ;AAS mre pn 1974.09.11;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-politica-nuclear-de-diversos-paises-entre-os-quais-franca-canada-argelia-chile-mexico-india-paraguai-e-argentina-e-sobre-a
Documentos referentes ao Programa Nuclear Brasileiro, durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores, tratando de diversos aspectos da política nuclear tais como o Acordo de Cooperação Nuclear Brasil - Alemanha (1975) e a questão das salvaguardas internacionais, entre outros. Merece destaque o relatório publicado oficialmente, explicando a necessidade da opção nuclear como solução para o problema energético brasileiro, explicitando os propósitos pacíficos do Programa Nuclear e esclarecendo a posição brasileira frente ao problema da proliferação de armas nucleares.;AAS mre pn 1975.04.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-ao-programa-nuclear-brasileiro-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-tratando-de-div
"Documentos referentes à cooperação entre Brasil e Estados Unidos no âmbito da política nuclear, durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores. O dossiê é constituído por correspondência tratando do fornecimento de serviços de enriquecimento de urânio americano ao Brasil e da questão da não proliferação de armamentos nucleares, com destaque para o documento sobre o ""International Fuel Cycle Evaluation Program (INFCEP), um programa para evitar a proliferação do uso de tecnologia nuclear. Inclui ainda informações sobre a visita ao Brasil do embaixador Gerard Smith, representante especial do presidente Carter para assuntos de não proliferação.";AAS mre pn 1975.09.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-cooperacao-entre-brasil-e-estados-unidos-no-ambito-da-politica-nuclear-durante-a-gestao-de-azeredo-da-silveira-como-minist
Documentos produzidos no período de atuação de Azeredo da Silveira, como ministro das Relações Exteriores, referentes à Agência de Proscrição de Armas Nucleares da América Latina (OPANAL), criada em 1969, em decorrência do Tratado de Tlatelolco, em 1967. Trata-se de correspondência abordando a questão da não-proliferação nuclear militar na América Latina, a participação do Brasil na OPANAL, e a estrutura e regulamento desta agência, entre outras questões.;AAS mre pn 1975.00.00;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-produzidos-no-periodo-de-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-referentes-a-agencia-de-proscricao-de-arm
Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas negociações do Brasil com a empresa URENCO (Holanda, Inglaterra e Alemanha) de comercialização de urânio enriquecido. O dossiê é constiuído por correspondência, tratando principalmente do fornecimento de urânio enriquecido ao Brasil, através do acordo URENCO-Nuclebrás. Inclui negociações políticas entre os países membros da URENCO, assim como as posições de cada país, inclusive do Brasil, para a aprovação do acordo de fornecimento. Há ainda documentos sobre a questão das medidas de segurança para garantir a não proliferação de armas nucleares, pois o fato do Brasil não ter assinado o Tratado de Não Proliferação (TNP) apresenta-se como obstáculo ao referido acordo.;AAS mre pn 1976.12.28;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-negociacoes-do-brasil-com-a-empresa-urenco-holand
Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores em diversos assuntos, tais como relatório sobre a Fundação de Amizade dos Povos e Comunidades de Língua Portuguesa, política demográfica brasileira, economia brasileira, o Programa Nacional de Álcool, entre outros. Inclui ainda documentos relativo a condecorações de personalidades brasileiras e estrangeiras pelo governo do Brasil e do próprio titular.;AAS mre ag 1974.03.00/2;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-em-diversos-assuntos-tais-como-relatorio-sobre-a-fund
Documentos felicitando Azeredo da Silveira pela nomeação para a pasta das Relações Exteriores, incluindo agradecimentos do titular às congratulações, os livros da cerimônia de posse do presidente da República Ernesto Geisel e da transferência de cargo de ministro, e o discurso de posse de Azeredo da Silveira.;AAS mre ag 1973.11.20;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-felicitando-azeredo-da-silveira-pela-nomeacao-para-a-pasta-das-relacoes-exteriores-incluindo-agradecimentos-do-titular-as-congratulacoe
"Documentos referentes às diretrizes da política externa brasileira durante a gestão de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é composta por relatórios, trabalhos e discursos do titular, nos quais aparece o caráter pragmático impresso à política externa desse período. Destacam-se documentos analisando a posição do Brasil em face à política americana relativa à Antardida e o relatório ""Realizações do Governo Geisel 1974-1979"" (pastas III e IV) abordando aspectos econômicos, políticos e culturais da política externa brasileira.";AAS mre ag 1974.01.16;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-diretrizes-da-politica-externa-brasileira-durante-a-gestao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-a
"Documentos referentes às questões burocráticas e administrativas do Itamaraty durante a atuação de Azeredo da Silveira como ministro das Relações Exteriores. O dossiê é constituído, primordialmente, por correspondência entre o titular e funcionários do Itamaraty. Tratam de viagens de trabalho, férias, transferência e remoções; credenciamentos de funcionários no exterior; quadro de acesso; auxílio consular a brasileiros no exterior; construção de moradia para os funcionários em Brasília; orçamento para o Ministério; criação e suprimento de cargos nas embaixadas; conservação do monumento brasileiro em Pistóia (Itália); e processos administrativos de funcionários. Inclui ainda avisos (correspondência entre Ministros) contendo orientações do governo para o Ministério das Relações Exteriores e para a administração pública em geral.";AAS mre ag 1974.01.22;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-questoes-burocraticas-e-administrativas-do-itamaraty-durante-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-
Agenda com os compromissos diários de Azeredo da Silveira durante sua gestão na pasta das Relações Exteriores. O dossiê inclui uma relação de diplomatas e personalidades recebidas nesse período e a listagem dos discursos e pronunciamentos proferidos pelo titular.;AAS mre ag 1974.03.13;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/agenda-com-os-compromissos-diarios-de-azeredo-da-silveira-durante-sua-gestao-na-pasta-das-relacoes-exteriores-o-dossie-inclui-uma-relacao-de-diplo
Discursos proferidos por Azeredo da Silveira e outras personalidades políticas nas mais diversas ocasiões no decorrer da sua gestão no Ministério das Relações Exteriores. Destaque para o discurso do titular, concentrado nos encadernados, por ocasiões de assinatura de diversos acordos e tratados, como por exemplo o Acordo de Transporte Marítimo com a Argélia (13/04/1976).;AAS mre ag 1974.03.15;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/discursos-proferidos-por-azeredo-da-silveira-e-outras-personalidades-politicas-nas-mais-diversas-ocasioes-no-decorrer-da-sua-gestao-no-ministerio-
"Documentos referentes à atuação de Azeredo da Silveira como Ministro das Relações Exteriores nas questões de segurança nacional. A documentação é constiuída por correspondência, informações dos órgãos de segurança e avisos, entre outros, tratando: da participação de exilados políticos brasileiros no Tribunal Bertrand Russel II, realizado, em Roma, em março de 1974; do ""turismo ideológico"" de estudantes brasileiros na China; do não reconhecimento da Anistia Internacional pelo governo brasileiro; da participação de João Goulart no movimento político ""Complot de Outubro""; do processo de comunização da Guiana e seus reflexos no Brasil; dos movimentos no exterior a favor da anistia no Brasil; da revogação do asilo de Leonel Brizola no Uruguai; da questão dos direitos humanos no Brasil; da participação de membros da Igreja em questões políticas e do Estado; e das relações entre o Brasil e os países do Leste europeu no campo político, tecnológico, comercial e cultural. Destaque para a intervenção do governo brasileiro na libertação de Flávia Schilling presa, no Uruguai, sob acusações de crimes políticos.";AAS mre ag 1974.03.25;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-a-atuacao-de-azeredo-da-silveira-como-ministro-das-relacoes-exteriores-nas-questoes-de-seguranca-nacional-a-documentacao-e-c
Documentos referentes às relações sociais de Azeredo da Silveira durante sua gestão como ministro das Relações Exteriores. O dossiê é constituído, primordialmente, por correspondência entre o titular e diversas personalidades políticas, contendo felicitações, convites para eventos sociais, condolências, e pedidos encaminhados a Azeredo da Silveira e vice-versa, em sua maioria relacionados a empregos e cargos.;AAS mre ag 1974.03.00/1;http://www.fgv.br/cpdoc/acervo/arquivo-pessoal/AAS/textual/documentos-referentes-as-relacoes-sociais-de-azeredo-da-silveira-durante-sua-gestao-como-ministro-das-relacoes-exteriores-o-dossie-e-constituido-p
