SG_FUN;CD_CLASSIFICACAO_MAN;DS_SER;DS_SSE;DS_RESUMO_MAN;DS_NOTAS_MAN;DS_PERIODO_PRODUCAO_MAN;AnoProducaoDe;AnoProducaoAte;NR_DOCUMENTOS_TIPO_MAN;DESCRITORES
AAS;1974.05.23;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, nas relações entre o Brasil e Portugal. O dossiê contém informações sobre a designação do general Dafontoura para o posto de embaixador brasileiro, em Portugal; a missão ao Brasil do primeiro-ministro português Carlos Galvão de Mello, em junho de 1974, após os aconteimentos político de 25 de Abril, que depôs o general Spínola; a viagem do titular à Lisboa, em dezembro de 1974, para acerto da agenda de conversações sobre acordos vigentes, entre os dois países, nas áreas comercial, de cooperação técnica, cultural, econômica e judiciária, além do estabelecimento de mecanismos de consultas bilaterais e de cooperação na ONU, principalmente, com relação à questão da descolonização da África portuguesa  e a relação do Brasil com esses países. Inclui ainda documentos sobre o asilo político do general Spínola e outros portugueses no Brasil, e de brasileiros em Portugal, entre os quais, Leonel Brizola, em outubro de 1977; sobre a imigração portuguesa; a visita ao Brasil do primeiro-ministro português Mário Soares, em dezembro de 1976; a independência dos Açores (1977); a denúncia pela Assembléia portuguesa da situação dos presos políticos brasileiros; e a visita do presidente português Ramalho Eanes, ao Brasil, em maio de 1978, para tratar da cooperação lusa-brasileira, na África.  ";Há anexo ao dossiê, uma carta do antecessor de Azeredo da Silveira na pasta do MRE, Mário Gibson Barboza, para o presidente Médice, sobre reclamação do governo português da abstençao da delegação brasileira, na ONU, na votação de dois projetos anti-portugueses.;23.05.1974 a 17.01.1979;1974;1979;629;"Acordos e tratados internacionais; África; Brasil; Cooperação científica e tecnológica; Cooperação cultural; Cooperação econômica; Cooperação internacional; Descolonização; Felicitações e congratulações; Viagens e visitas; Leonel Brizola; Política externa; Portugal; Relações internacionais; Agradecimentos; Asilo político; "
AAS;1974.07.02;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores nas relações entre o Brasil e a Alemanha. O dossiê contém informações sobre os preparativos para a visita do ministro à República Federal Alemã, em junho de 1975, incluindo o progama da viagem, dados sobre a Alemanha, a comissão mista teuto-brasileira de cooperação econômica, científica e tecnológica, e  o encontro empresarial dos dois países, assimm como sobre os temas que serão abordados na visita - cooperação nuclear e financeira, comércio e assuntos de política internacional. Inclui ainda documentos sobre visitas de autoridades alemãs ao Brasil e vice-versa; descolonização na África; Oriente Médio; e acertos para se criar um mecanismo de consulta em questões de interesse comum.";NULL;02.07.1974 a 00.03.1979;1974;1979;291;"África; Alemanha; Brasil; Comércio exterior; Cooperação científica e tecnológica; Cooperação econômica; Viagens e visitas; Oriente Médio; Política externa; Política nuclear; Programa Nuclear Brasileiro; Relações internacionais; "
AAS;1974.08.19;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes à atuação de Azeredo da Silveira como Ministro das Relações Exteriores nas relações bilaterais entre o Brasil  e diversos países da África, entre eles, África do Sul, Argélia, Angola, Costa do Marfim, Moçambique e Nigéria. O dossiê é constituído por correspondência enre o Itamaraty e as embaixadas, postos diplomáticos brasileiros nesses países, e  autoridades africanas tratando de visitas de autoridades desses países ao Brasil e vicce-versa; agradecimentos; mensagens de amizade, respeito e cooperação. Destacam-se os documentos relativos à proclamação de independência de Angola, assim como informações sobre a questão da descolonização dos países de língua portuguesa (Cabo Verde, Guiné Bissau e Moçambique). Inclui ainda documentos sobre a invasão do Saara Ocidental pelo Marrocos e Mauritânia, carta do presidente do Egito El-Sadat a Geisel enfatizando a necessidade de se manter o diálogo sobre a paz no Oriente e elogiando a posição do Brasil na ONU em relação ao sionismo, além de informações sobre a viagem de Azeredo da Silveira à Abdijan (Costa do Marfim), em junho de 1975.";NULL;19.08.1974 a 13.02.1979;1974;1979;541;"Acordos e tratados internacionais; África; Brasil; Cooperação internacional; Descolonização; Felicitações e congratulações; Oriente Médio; Política externa; Relações internacionais; Sionismo; Agradecimentos; Mensagens presidenciais; Eventos e comemorações sociais; Angola; "
AAS;1974.08.27;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações bilaterais entre o Brasil e  Reino Unido durante a gestão de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é constituída de correspondência do Itamaraty com a embaixada brasileira em Londres, assim como com autoridades inglesas, abordando as seguintes questões: visita de Azeredo da Silveira à Londres em outubro de 1974, na qual foi assinado o Memorando de Entendimento que cria um mecanismo de consulta anglo-brasileiro e negociado a cooperação tecnológica e industrial no setor de siderurgia;  visita ao Brasil do sub-secretário para América Latina, Ted Rowlands, em janeiro de 1976, como parte do mecanismo de consulta; renúncia do primeiro-ministro britânico, Harold Wilson, em março de 1976 e eleição, em abril de 1976, de James Callaghan para substituí-lo;  condições de presos políticos no Reino Unido; e visita à Inglaterra do vice-presidente eleito, Aureliano Chaves de Mendonça, em dezembro de 1978. Inclui ainda convites para visitas e agradecimentos.";Há documentos em inglês;27.08.1974 a 19.12.1978;1974;1978;123;"Acordos e tratados internacionais; Brasil; Convites; Cooperação científica e tecnológica; Inglaterra; Viagens e visitas; Política externa; Relações internacionais; Agradecimentos; "
AAS;1974.10.00;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações bilaterais entre Brasi e Senegal durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores abordando questões relacionadas a viagem do titular à Dacar, em novembro de 1974, com vistas à situar o governo brasileiro no quadro das relações diplomáticas dos territórios em processo de desolonização portuguesa na África. Inclui ainda informações sobre a política externa brasileira em relação à questão, com ênfase no propósito de estreitamento das relações entre os dois países no setor tecnológico, cultural, financeiro e comercial; sobre a I Feira Internacional de Dacar; e sobre a visita do presidente do Senegal, Leopold Senghor, ao Brasil, em novembro de 1977.";NULL;00.10.1974 a 04.03.1979;1974;1979;417;"África; Brasil; Cooperação econômica; Cooperação internacional; Descolonização; Feiras e exposições; Viagens e visitas; Moçambique; Política externa; Relações internacionais; Senegal; Angola; "
AAS;1974.10.24;Ministro das Relações Exteriores;Relações bilaterais;Documentos referentes às relações entre o Brasil e a Venezuela no período em que Azeredo da Silveira atuou como ministro das Relações Exteriores abordando particularmente a visita, ao Brasil, do presidente venezuelano Carlos Andrés Perez, em novembro de 1977, que resultou na assinatura do Convênio de Amizade e Cooperação, no entendimento do acordo sobre transporte terrestre entre os dois países, no acerto do encontro presidencial na região fronteiriça e no estabelecimento de uma agência do Banco do Brasil na Venezuela e vice-versa. Inclui ainda correspondência sobre a visita do presidente norte-americano, Jimmy Carter, ao Brasil e de Henry Kissinger aos dois países, além de assuntos relacionados à política nuclear, à compra de petróleo venezuelano pelo Brasil, em janeiro de 1979, e a visitas de autoridades venezuelanas ao Brasil e vice-versa.;NULL;24.10.1974 a 25.01.1979;1974;1979;149;"Acordos e tratados internacionais; Banco do Brasil; Brasil; Cooperação internacional; Viagens e visitas; Política externa; Relações internacionais; Venezuela; "
AAS;1974.10.25;Ministro das Relações Exteriores;Relações bilaterais;Documentos referentes às relações entre o Braisl e a Argentina durante a gestão de Azeredo da Silveira como ministro das Relações Exteriores. A documentação é constituída, sobretudo, por correspondência, abordando questões relacionadas à política interna argentina, à cooperação entre os dois países no setor mineral e às relações de amizade entre os dois países, no campo da política internacional. Inclui ainda documentos sobre as visitas de autoridades argentinas ao Brasil e vice versa.;NULL;25.10.1974 a 00.03.1979;1974;1979;147;"Argentina; Brasil; Cooperação internacional; Viagens e visitas; Política externa; Relações interamericanas; Relações internacionais; "
AAS;1974.12.13;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações entre o Brasil e o Canadá durante a gestão de Azeredo da Silveira, como ministro das Relações Exteriores, abordando as seguintes questões: negociação de venda de veículos militares brasileiros, ao Canadá, em 1975; participação do Brasil nos jogos de Montreal, em 1976; comissão mista brasileiro-canadense, em novembro de 1976; cooperação científica e tecnológica na área de agricultura e no setor mineral; visita, ao Brasil, do ministro das Relações Exteriores do Canadá, Donald Jamieson, em janeiro de 1977, na qual será tratada a cooperação mineral, industrial, agrícola, financeira e técnica entre os dois países; e visita ao Brasil do ministro das Finanças do Canadá, Jean Chrétien, em janeiro de 1979, para tratar da cooperação financeira e da dupla tributação, entre outros. Inclui ainda  mensagens de felicitações e agradecimentos.";NULL;13.12.1974 a 12.01.1979;1974;1979;143;"Brasil; Canadá; Comércio exterior; Cooperação científica e tecnológica; Cooperação cultural; Cooperação econômica; Esportes; Viagens e visitas; Política externa; Relações internacionais; "
AAS;1974.12.24;Ministro das Relações Exteriores;Relações bilaterais;"Documentos referentes às relações entre o Brasil e o Paraguai no período correspondente à atuação de Azeredo da Silveira como ministro das Relações Exteriores, abordando os seguintes assuntos: visita do presidente Alfredo Stroessner à Santa Catarina, em abril de 1977; encontro entre os presidentes Ernesto Geisel e Alfredo Stoessner, em Campo Grande (Mato Grosso); viagem de Stroessner à Brasília em março de 1979, para assistir à posse do presidente eleito João Batista Figueiredo; e informações sobre liberação de recursos, pelo governo brasileiro, para o recapeamento do trecho da rodovia Caraguazu-Porto Presidente Stroessner, obra necessária ao desenvolvimento dos trabalhos da hidrelétrica Itaipú. Destaca-se a mensagem de final de ano do presidente Geisel, dirigida ao povo paraguaio através da ""Rádio Primero de Marzo"", fazendo menção à importância da construção da usina de Itaipú para os dois países. Inclui ainda mensagens de felicitações de final de ano e agradecimentos.";NULL;24.12.1974 a 08.03.1979;1974;1979;90;"Brasil; Felicitações e congratulações; Itaipú Binacional; Viagens e visitas; Paraguai; Política externa; Relações internacionais; Hidrelétricas; Eventos e comemorações sociais; "
AAS;1975.00.00;Ministro das Relações Exteriores;Relações multilaterais;"Documentos referentes às Conferências dos Países Não Alinhados e à participação do Brasil como observador dessas conferências, durante a gestão de Azeredo da Silveira no Minstério das Relações Exteriores. O dossiê contém informações sobre a V Conferência de Cúpula ocorrida em Colombo (Siri Lanka), em agosto de 1976, incluindo o relatório da delegação brasileira com as principais resoluções no campo político e econômico; sobre as instruções para os observadores brasileiros à VI Reunião dos chefes dos Países Não Alinhados, realizada em Belgrado, entre os dias 25 e 29 de julho de 1978; e sobre as resoluções e propostas desta última reunião referente à questão do Oriente Médio.";NULL;00.00.1975 a 30.07.1978;1975;1978;80;"Congressos e conferências; Governo Ernesto Geisel (1974-1979); Oriente Médio; Política de não alinhamento; "
AAS;1975.03.15;Ministro das Relações Exteriores;Relações multilaterais;"Documentos referentes à política internacional do petróleo no período em que Azeredo da Silveira atuava como ministro das Relações Exteriores. O dossiê contém convite dos presidentes da Venezuela e do Equador, ao Brasil, para participar de uma reunião preparatória da Conferência de Paris sobre a crise energética mundial e sobre os resultados da ""Conferencia de los Soberanos y Jefes de Estado de los Paises Miembros de la OPEP"", ocorrida em Argel em 1975; informações sobre o aumento do preço do petróleo, em dezembro de 1976; dados sobre as políticas de importação e exportação desse produto, em diversos países, em função do aumento do preço; documentos sobre  medida venezuelana de congelamento e compensação dos preços para a venda de petróleo no mercado latino-americano; e sobre o aumento das importações de petróleo do Kwait para o Brasil.";NULL;15.03.1975 a 24.01.1979;1975;1979;145;"Brasil; Exportação; Governo Ernesto Geisel (1974-1979); Importação; Oriente Médio; Petróleo; Política energética; Recursos energéticos; Relações internacionais; Venezuela; Política de preços; "
AAS;1974.06.13;Ministro das Relações Exteriores;Viagens do ministro;"Documentos encadernados referentes aos períodos em que o ministro Azeredo da Silveira esteve ausente do Itamaraty, durante sua gestão, em viagens oficiais. Os documentos tratam dos mais diversos assuntos de interesse do Ministério das Relações Exteriores, tais como: preparação e relatórios sobre a Comissão de Cooperação Econômica Internacional; acordo nuclear com a Alemanha; relação do Brasil com os Estados Unidos; diretrizes da política internacional brasileira; entre outros. Alguns encadernados reúnem documentos que dizem respeito às viagens realizadas pelo presidente Ernesto Geisel e das quais Azeredo da Silveira integrou as comitivas.";Consideramos cada encadernado como uma pasta. Entretanto, dado a sua espessura, não foi possível colocá-lo dentro das pastas, razão pela qual encontram-se localizados fisicamente no final do arquivo.;10.06.1974 a 07.12.1978;1974;1978;7193;"Acordos e tratados comerciais; Acordos e tratados internacionais; África; América Latina; Comércio exterior; Comércio internacional; Conflitos internacionais; Congressos e conferências; Cooperação científica e tecnológica; Cooperação econômica; Cuba; Descolonização; Diplomacia; Direitos humanos; Economia; Energia nuclear; Estados Unidos da América; Europa; Itaipú Binacional; Viagens e visitas; Organização das Nações Unidas; Organização dos Estados Americanos; Oriente Médio; Petróleo; Política interna; Política nuclear; Portugal; Recursos naturais; Relações econômicas internacionais; Relações interamericanas; Relações internacionais; Sionismo; Henry Kissinger; Ásia; Política internacional; Movimentos políticos; Bacia do Prata; "
AAS;1975.09.03;Ministro das Relações Exteriores;Viagens do presidente Geisel;"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores nas viagens do presidente Ernesto Geisel à França, em abril de 1976, e à Inglaterra, em maio de 1976. O dossiê é constituído por correspondência, relatórios e estudos que tratam dos preparativos para as viagens, tais como discursos, agendas e programas, e dos subsídios para as conversações com as autoridades francesas e inglesas, abordando questões de interesses bilaterais, além de perfis das autoridades desses países. Destacam-se os documentos sobre a participação francesa na construção da Usina de Tucuruí e sobre a repercussão política, na Inglaterra, da visita do presidente brasileiro, alvo de críticas ao regime militar vigente no Brasil, além dos livros intitulados ""Viagem do Presidente Geisel à França. Registro Histórico e Repercussões"" e ""Viagem do Presidente Geisel à Inglaterra. Registro Histórico e Repercussões"".";NULL;03.09.1975 a 00.00.1976;1975;1976;833;"Cooperação científica e tecnológica; Cooperação econômica; França; Governo Ernesto Geisel (1974-1979); Inglaterra; Viagens e visitas; Política externa; Protesto político; Relações internacionais; "
AAS;1976.03.30;Ministro das Relações Exteriores;Viagens do presidente Geisel;"Documentos referentes à atuação de Azeredo da Silveira, como ministro das Relações Exteriores, na viagem do presidente Ernesto Geisel ao Japão, em setembro de 1976. O dossiê é constituído por correspondência, estudos e relatórios, entre outros, tratando dos preparativos para a visita, tais como discursos, presentes, recepções e informações para a imprensa. Inclui também documentos sobre as negociações relativas à cooperação tecnológica, industrial, e no setor agrícola. Destaca-se o livro ""Viagem do Presidente Geisel ao Japão. Registro Histórico e Repercussões"".";NULL;30.03.1976 a 31.01.1977;1976;1977;439;"Comércio exterior; Cooperação científica e tecnológica; Cooperação cultural; Viagens e visitas; Japão; Política externa; Relações internacionais; "
AAS;1977.10.31;Ministro das Relações Exteriores;Viagens do presidente Geisel;"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores na viagem do presidente Ernesto Geisel ao México e ao Uruguai. O dossiê é constituído por correspondência e estudos, tratando dos preparativos para a visita, tais como roteiros, projetos de discursos e programas, entre outros. Destacam-se o livro ""Viagem do Presidente Geisel ao Uruguai. Registro Histórico e Repercussões"" e os documentos tratando das negociações com o México para estabelecimento do Convênio de Amizade, Comércio e Cooperação, além de acordos de cooperação industrial, rádio amadorismo, cuja viabilidade estava sendo analisada. Consta ainda do dossiê, informações sobre as manifestações de grupos mexicanos contrários à visita presidencial.";NULL;31.10.1977 a 00.02.1978;1977;1978;167;"Acordos e tratados comerciais; Acordos e tratados culturais; Cooperação científica e tecnológica; Uruguai; Governo Ernesto Geisel (1974-1979); Viagens e visitas; México; Protesto político; Relações internacionais; "
AAS;1978.01.12;Ministro das Relações Exteriores;Viagens do presidente Geisel;"Documentos referentes à atuação de Azeredo da Silveira como ministro das Relações Exteriores na viagem do presidente Ernesto Geisel à Alemanha. O dossiê é constituído, sobretudo, por correspondência, abordando as seguintes questões: providências preliminares de organização da comitiva de viagem, recepções e discursos; informações sobre o projeto de acordo de transferência de tecnologia para o desenvolvimento da vacina contra a doença de chagas, do Instituto Behring para a Fundação Oswaldo Cruz;   visita do presidente Geisel ao Centro de Pesquisa de Karlsuhe (KFK), Acordo Nuclear Brasil-Alemanha e sua repercussão nos Estados Unidos e na própria Alemanha, e artigos de jornais argentinos e alemães sobre a viagem.";A documentação é constituída de cópias xerox, cujos originais se encontram provavelmenteno Arquivo do Itamaraty ou da Presidência da república.  ;12.01.1978 a 02.03.1978;1978;1978;124;"Acordo Nuclear Brasil - Alemanha (1975); Alemanha; Cooperação científica e tecnológica; Doenças; Energia nuclear; Fundação Oswaldo Cruz; Viagens e visitas; Política nuclear; Política sanitária; Relações internacionais; "
;;;;;;;;;;
;;;;;;;;;67457;
